scene_id,initial_location_x,initial_location_y,initial_location_z,goal_location_x,goal_location_y,goal_location_z
debug_0000,-274.93314652433725,570.4281495824888,0.0,-262.8349874708296,-512.4290675968294,0.6498238027825002
debug_0000,472.37741134575776,522.4088534303103,0.0,-377.46446768295397,338.55906588187895,0.0
debug_0000,571.2524869512039,-389.9515058346243,0.0,-250.5496072408096,-90.22248947432551,0.0
debug_0000,466.0091922563618,541.3922004153371,0.0,269.9843553120239,147.8412860322734,0.5985477167298519
debug_0000,446.1265516568445,-204.40718217351747,0.7793074002730158,365.3373288027807,425.09725892333995,0.0
debug_0000,404.57955136476585,-565.2474871490087,0.780129088776013,-77.99350618449984,439.47133622281353,0.0
debug_0000,204.82085112157068,-394.01499058345405,0.0,-361.6900767501413,566.8566575547721,0.0
debug_0000,578.4713154930165,-270.2417807350301,0.04632377293889378,61.382348558925436,459.5948893842028,0.0
debug_0000,-57.90745228289248,401.29011842859137,0.0,-92.98254094981984,-492.9705225546943,0.5811355790871641
debug_0000,-572.7208383976757,106.17174324055313,0.0,288.4708840582918,-164.21860714891994,0.9352756660415038
debug_0000,316.511045575435,-203.43261730508158,0.0,-398.40069051122146,-440.03342879739535,0.1985688278134536
debug_0000,36.595922912780864,-547.999764902055,0.790583913834581,-111.61115411524543,-2.930317278165308,0.0
debug_0000,544.8263783793791,566.5745795085154,0.0,423.9269026690269,-179.4104253677002,0.5437161502362494
debug_0000,-115.85505479592855,86.86429036646099,0.0,-554.3866265239687,-273.42384626391356,0.0
debug_0000,-1.581535876390884,61.39784299641077,0.0,157.92986185990765,-573.477315415307,0.9220226795742582
debug_0000,-426.0749779151307,-183.12159563619633,0.0,170.07187858138084,300.2446423461363,0.0
debug_0000,469.8259457543498,284.18515529971114,0.0,-491.981216396416,-349.49092006861224,0.0
debug_0000,350.6900419939598,-93.95044501647473,0.0,-419.105066687777,-83.55756240614203,0.0
debug_0000,-268.51034145247735,-501.7644108793545,0.5809856907322196,-403.5080522496593,257.53832432810736,0.0
debug_0000,385.58133926746314,330.9979252632238,0.0,-225.35501728641378,-142.0572944910159,0.41066174129563915
debug_0000,368.8786122974887,414.5485196948838,0.0,-310.81041206440415,-218.11052349934852,0.5700963436104831
debug_0000,554.622007973145,208.78512879019604,0.0,-220.44366537956105,-338.9841212467305,0.0
debug_0000,-492.37810980014945,177.7865877599934,0.0,346.20893810906296,-269.9421320112739,0.10368936070851675
debug_0000,404.6866145753086,573.3538600876872,0.0,-418.13237936460325,-294.45728367499504,0.0
debug_0000,-366.5233383399201,-569.7921534562713,1.0,232.94480967434748,-42.05222963868101,0.2678485964247198
debug_0000,-506.7214347443946,-563.6341348093962,0.9329409316039133,-123.60507347335376,-96.14239102734932,0.557852516622289
debug_0000,-119.74179659284063,-30.27866744534018,0.1369586943069716,571.4637356097401,-63.053252051912324,0.0
debug_0000,-549.8325195626231,450.3740397772416,0.0,190.11810448923728,-517.5942760286355,0.174852758600154
debug_0000,561.5777843594195,-461.85662757462853,0.0,128.9688349193046,417.3540444741968,0.0
debug_0000,64.2251733399722,393.4812371105327,0.0,-118.22241693432683,-403.49736371808905,0.1403811020595519
debug_0000,-479.79425802587457,-430.37013188906104,0.0,97.26916114114508,149.75985735986097,0.40193868240142594
debug_0000,-106.6864381449517,34.914060469400184,0.0,98.81233558214389,-545.8549269615794,0.5659248000726482
debug_0000,451.396237034897,-531.0893556567987,0.19119578718618468,-184.68195858446853,244.05003516231977,0.0
