timestamp[ns],posX,posY,posZ,rollAngle,pitchAngle,yawAngle
16504942637356,238.30276489257812,492.4923400878906,5.393645286560059,6.708707900315858e-08,-5.960463909104874e-07,0.9505506753921509
16504942638089,238.30227661132812,492.49267578125,5.393588066101074,1.3537992060719262e-07,-1.0728834922701935e-06,0.9484967589378357
16504942638821,238.30284118652344,492.49224853515625,5.393521308898926,1.8440000815189705e-07,-5.960463909104874e-07,0.950901448726654
16504942639529,238.30445861816406,492.4910888671875,5.393442153930664,1.42506635825157e-07,1.311302071371756e-06,0.9576384425163269
16504942640326,238.3070831298828,492.4891662597656,5.393361568450928,0.0,3.8146970382513246e-06,0.9685838222503662
16504942641033,238.31077575683594,492.4866027832031,5.393272399902344,-5.326323275767209e-07,7.152556918299524e-06,0.9836118221282959
16504942641730,238.31558227539062,492.4834899902344,5.393180847167969,-5.326323275767209e-07,1.1205672308278736e-05,1.0025992393493652
16504942642451,238.32142639160156,492.4800720214844,5.393087387084961,-1.06526374565874e-06,1.5974042980815284e-05,1.0254243612289429
16504942643112,238.3282928466797,492.4762268066406,5.3929877281188965,-1.0652646551534417e-06,2.1338462829589844e-05,1.0519658327102661
16504942643761,238.336181640625,492.4720764160156,5.3928914070129395,-5.326327823240717e-07,2.7298925488139503e-05,1.0821024179458618
16504942644455,238.3451385498047,492.4676513671875,5.392797470092773,3.36889542040808e-07,3.3497806725790724e-05,1.1157160997390747
16504942645187,238.3551483154297,492.4631042480469,5.392704010009766,1.9619290014816215e-06,4.0173526940634474e-05,1.1526877880096436
16504942645917,238.36636352539062,492.45855712890625,5.392613410949707,4.528083081822842e-06,4.720687502413057e-05,1.192901611328125
16504942646649,238.37864685058594,492.4541320800781,5.392524719238281,8.239488124672789e-06,5.424022310762666e-05,1.2362420558929443
16504942647383,238.3919677734375,492.449951171875,5.392441272735596,1.328038615611149e-05,6.115435826359317e-05,1.2825970649719238
16504942648114,238.40643310546875,492.4461669921875,5.39235782623291,1.9835000784951262e-05,6.79492877679877e-05,1.3318535089492798
16504942648828,238.42193603515625,492.4429016113281,5.392280101776123,2.806466909532901e-05,7.450579869328067e-05,1.3839037418365479
16504942649551,238.43844604492188,492.4402770996094,5.392208099365234,3.81188619940076e-05,8.046626317081973e-05,1.438637614250183
16504942650263,238.4559326171875,492.4385070800781,5.392138481140137,5.01242648169864e-05,8.571147918701172e-05,1.4959492683410645
16504942651004,238.474365234375,492.43768310546875,5.39207649230957,6.418814155040309e-05,9.012221562443301e-05,1.5557347536087036
16504942651697,238.49362182617188,492.438232421875,5.392017841339111,8.039327076403424e-05,9.34600830078125e-05,1.6178913116455078
16504942652423,238.5136260986328,492.4399719238281,5.391963958740234,9.880437573883682e-05,9.560584294376895e-05,1.6823209524154663
16504942653143,238.53431701660156,492.44305419921875,5.391916275024414,0.00011946885933866724,9.632109868107364e-05,1.7489266395568848
16504942653904,238.5554962158203,492.4475402832031,5.391871452331543,0.00014241333701647818,9.52482150751166e-05,1.8176116943359375
16504942654713,238.5771026611328,492.4535827636719,5.3918352127075195,0.0001676428655628115,9.238719212589785e-05,1.8882845640182495
16504942655475,238.59893798828125,492.4613342285156,5.391801834106445,0.00019515305757522583,8.76188205438666e-05,1.9608546495437622
16504942656320,238.620849609375,492.4709777832031,5.39177131652832,0.000224920324399136,8.07046890258789e-05,2.03523850440979
16504942657080,238.64268493652344,492.4823913574219,5.391748905181885,0.00025691569317132235,7.140636444091797e-05,2.1113526821136475
16504942657801,238.66421508789062,492.49566650390625,5.391728401184082,0.00029110073228366673,5.984305971651338e-05,2.18911075592041
16504942658508,238.68528747558594,492.51092529296875,5.3917131423950195,0.00032743034535087645,4.553794497041963e-05,2.2684366703033447
16504942659297,238.7056884765625,492.5281066894531,5.391701698303223,0.00036586011992767453,2.8729436962748878e-05,2.3492558002471924
16504942660102,238.72518920898438,492.5471496582031,5.391693592071533,0.00040633950266055763,9.298323675466236e-06,2.4314959049224854
16504942660883,238.7436065673828,492.5681457519531,5.391690254211426,0.0004488218983169645,-1.2755393072438892e-05,2.5150840282440186
16504942661671,238.7606964111328,492.5909729003906,5.391690254211426,0.0004932595184072852,-3.7789344787597656e-05,2.5999534130096436
16504942662484,238.77627563476562,492.615478515625,5.391695022583008,0.000539612490683794,-6.556510925292969e-05,2.6860427856445312
16504942663302,238.79014587402344,492.6416320800781,5.3917012214660645,0.0005878446972928941,-9.584426152287051e-05,2.773285150527954
16504942664134,238.8020782470703,492.66925048828125,5.391707420349121,0.0006379276746883988,-0.00012946128845214844,2.8616228103637695
16504942664915,238.81199645996094,492.6982116699219,5.391717910766602,0.0006898310966789722,-0.0001651048514759168,2.9510014057159424
16504942665682,238.8196258544922,492.72833251953125,5.391733169555664,0.0007435381412506104,-0.00020349024271126837,3.041365623474121
16504942666518,238.82485961914062,492.7593994140625,5.391749382019043,0.0007990346639417112,-0.00024449825286865234,3.132662534713745
16504942667347,238.8274383544922,492.791259765625,5.391766548156738,0.0008778311312198639,-0.0002855062484741211,-3.059173107147217
16504942668260,238.80711364746094,492.8205871582031,5.3916120529174805,0.0009745290735736489,0.00024223326181527227,-2.9693641662597656
16504942669143,238.745361328125,492.842041015625,5.391147613525391,0.001116169267334044,0.0018155573634430766,-2.8818061351776123
16504942669928,238.6448211669922,492.8516540527344,5.392892837524414,2.227432378276717e-05,0.0032162663992494345,-2.796449899673462
16504942670776,238.51434326171875,492.8451232910156,5.387539863586426,4.713087491836632e-06,0.0024029016494750977,-2.7131145000457764
16504942671578,238.3567657470703,492.825439453125,5.38505220413208,-5.326593282006797e-07,0.0020210740622133017,-2.6336638927459717
16504942672325,238.18736267089844,492.7974548339844,5.384281158447266,5.0797152653103694e-05,0.0018429755000397563,-2.5595524311065674
16504942673075,238.01547241210938,492.76446533203125,5.3835768699646,2.1407004169304855e-05,0.0017660855082795024,-2.491097927093506
16504942673780,237.843994140625,492.7276611328125,5.383288383483887,1.7440554074710235e-05,0.0016806124476715922,-2.428140640258789
16504942674524,237.6738739013672,492.68756103515625,5.3832902908325195,-5.273049828247167e-05,0.001578211784362793,-2.37056303024292
16504942675270,237.50572204589844,492.644287109375,5.383371353149414,-0.00023489068553317338,0.0014809368876740336,-2.318310499191284
16504942676011,237.34005737304688,492.5979309082031,5.383923530578613,-0.0004149203887209296,0.0013458727626129985,-2.271329402923584
16504942676736,237.1773223876953,492.5485534667969,5.3846588134765625,-0.0006668555433861911,0.0011990070343017578,-2.2295620441436768
16504942677449,237.01788330078125,492.4964904785156,5.385634899139404,-0.0009635316673666239,0.0010309218196198344,-2.1929423809051514
16504942678228,236.86204528808594,492.4418029785156,5.3868207931518555,-0.0013028184184804559,0.0008411406888626516,-2.1614010334014893
16504942678924,236.7100372314453,492.3846740722656,5.3881659507751465,-0.001683117588981986,0.0006307362928055227,-2.1348612308502197
16504942679629,236.56214904785156,492.3252258300781,5.389642715454102,-0.0020996357779949903,0.00039982792804948986,-2.113248348236084
16504942680346,236.41845703125,492.2635192871094,5.391226768493652,-0.002549710450693965,0.00014770030975341797,-2.096484899520874
16504942681033,236.27951049804688,492.2002258300781,5.391271114349365,-0.0026205508038401604,-7.188319432316348e-05,-2.084411382675171
16504942681724,236.1453094482422,492.1352233886719,5.390228271484375,-0.002398975193500519,-0.00015604494547005743,-2.0769405364990234
16504942682356,236.01548767089844,492.0679016113281,5.389787673950195,-0.0022983078379184008,-0.0002001523826038465,-2.0740487575531006
16504942682990,235.88992309570312,491.9983825683594,5.3898468017578125,-0.002298840321600437,-0.00020933149789925665,-2.075627326965332
16504942683645,235.7685546875,491.92669677734375,5.3903093338012695,-0.002381398342549801,-0.0001912116858875379,-2.0815587043762207
16504942684273,235.65115356445312,491.8528747558594,5.391098976135254,-0.002527339616790414,-0.0001523494574939832,-2.091721296310425
16504942684957,235.53762817382812,491.777099609375,5.391852855682373,-0.002671683207154274,-8.404254913330078e-05,-2.105977773666382
16504942685620,235.42803955078125,491.6996765136719,5.391469478607178,-0.0026770096737891436,5.853175753145479e-05,-2.124162197113037
16504942686300,235.3091278076172,491.6008605957031,5.391699314117432,-0.002184324199333787,0.0006144046783447266,-2.1438848972320557
16504942686978,235.18136596679688,491.48211669921875,5.391668319702148,-0.0013656688388437033,0.0014808176783844829,-2.165238380432129
