timestamp[ns],leftCtrl,rightCtrl
16504942637356,-0.3820791244506836,0.3820791244506836
16504942638089,0.8999999761581421,-0.8999999761581421
16504942638821,0.8999999761581421,-0.8999999761581421
16504942639529,0.8999999761581421,-0.8999999761581421
16504942640326,0.8999999761581421,-0.8999999761581421
16504942641033,0.8999999761581421,-0.8999999761581421
16504942641730,0.8999999761581421,-0.8999999761581421
16504942642451,0.8999999761581421,-0.8999999761581421
16504942643112,0.8999999761581421,-0.8999999761581421
16504942643761,0.8999999761581421,-0.8999999761581421
16504942644455,0.8999999761581421,-0.8999999761581421
16504942645187,0.8999999761581421,-0.8999999761581421
16504942645917,0.8999999761581421,-0.8999999761581421
16504942646649,0.8999999761581421,-0.8999999761581421
16504942647383,0.8999999761581421,-0.8999999761581421
16504942648114,0.8999999761581421,-0.8999999761581421
16504942648828,0.8999999761581421,-0.8999999761581421
16504942649551,0.8999999761581421,-0.8999999761581421
16504942650263,0.8999999761581421,-0.8999999761581421
16504942651004,0.8999999761581421,-0.8999999761581421
16504942651697,0.8999999761581421,-0.8999999761581421
16504942652423,0.8999999761581421,-0.8999999761581421
16504942653143,0.8999999761581421,-0.8999999761581421
16504942653904,0.8999999761581421,-0.8999999761581421
16504942654713,0.8999999761581421,-0.8999999761581421
16504942655475,0.8999999761581421,-0.8999999761581421
16504942656320,0.8999999761581421,-0.8999999761581421
16504942657080,0.8999999761581421,-0.8999999761581421
16504942657801,0.8999999761581421,-0.8999999761581421
16504942658508,0.8999999761581421,-0.8999999761581421
16504942659297,0.8999999761581421,-0.8999999761581421
16504942660102,0.8999999761581421,-0.8999999761581421
16504942660883,0.8999999761581421,-0.8999999761581421
16504942661671,0.8999999761581421,-0.8999999761581421
16504942662484,0.8999999761581421,-0.8999999761581421
16504942663302,0.8999999761581421,-0.8999999761581421
16504942664134,0.8999999761581421,-0.8999999761581421
16504942664915,0.8999999761581421,-0.8999999761581421
16504942665682,0.8999999761581421,-0.8999999761581421
16504942666518,0.8647781610488892,-0.8647781610488892
16504942667347,0.6297045946121216,-0.6297045946121216
16504942668260,1.0,-0.08362460136413574
16504942669143,1.0,0.6586573123931885
16504942669928,0.8570523262023926,0.883669376373291
16504942670776,0.676898181438446,1.0
16504942671578,0.49385082721710205,1.0
16504942672325,0.3282831311225891,1.0
16504942673075,0.18162775039672852,1.0
16504942673780,0.04725527763366699,1.0
16504942674524,-0.017125427722930908,1.0
16504942675270,-0.028614044189453125,1.0
16504942676011,-0.041529059410095215,1.0
16504942676736,-0.055133044719696045,1.0
16504942677449,-0.0687859058380127,1.0
16504942678228,-0.0819433331489563,1.0
16504942678924,-0.0941510796546936,1.0
16504942679629,-0.1050405502319336,1.0
16504942680346,-0.8999999761581421,0.8999999761581421
16504942681033,-0.8999999761581421,0.8999999761581421
16504942681724,-0.8999999761581421,0.8999999761581421
16504942682356,-0.8999999761581421,0.8999999761581421
16504942682990,-0.8999999761581421,0.8999999761581421
16504942683645,-0.8999999761581421,0.8999999761581421
16504942684273,-0.8999999761581421,0.8999999761581421
16504942684957,-0.8999999761581421,0.8999999761581421
16504942685620,-0.8999999761581421,0.8999999761581421
16504942686300,-0.10955333709716797,1.0
16504942686978,-0.10124993324279785,1.0
16504942687636,-0.09261929988861084,1.0
16504942688318,-0.08260166645050049,1.0
16504942688965,0.016840994358062744,1.0
16504942689655,0.10688447952270508,1.0
16504942690337,0.1771795153617859,1.0
16504942691040,0.2438976764678955,1.0
16504942691730,0.3072037696838379,1.0
16504942692476,0.3678150177001953,1.0
16504942693201,0.4262584447860718,1.0
16504942693910,0.481716513633728,1.0
16504942694601,0.5346024632453918,1.0
16504942695306,0.58465576171875,1.0
16504942696003,0.6321904063224792,1.0
16504942696764,0.6777468323707581,1.0
16504942697479,0.7204298973083496,1.0
16504942698160,0.7609531879425049,1.0
16504942698866,0.799329936504364,0.9931833148002625
16504942699615,0.8350430727005005,0.9598981142044067
16504942700424,0.869307279586792,0.9275112152099609
16504942701105,0.9012108445167542,0.896992027759552
16504942701794,0.9304183721542358,0.8687323331832886
16504942702476,0.9579880237579346,0.8417363166809082
16504942703159,0.9829556941986084,0.8170211315155029
16504942703836,1.0,0.7944520115852356
16504942704517,1.0,0.7753936052322388
16504942705203,1.0,0.7599582672119141
16504942705876,1.0,0.7491893172264099
16504942706566,1.0,0.7452484965324402
16504942707279,1.0,0.751520037651062
16504942707969,1.0,0.7608038783073425
16504942708653,1.0,0.7737435698509216
16504942709358,1.0,0.7767130732536316
16504942710041,1.0,0.775797426700592
16504942710717,1.0,0.7754126191139221
16504942711405,1.0,0.7749485373497009
16504942712118,1.0,0.774493932723999
16504942712781,1.0,0.7740159034729004
16504942713462,1.0,0.7735288739204407
16504942714175,1.0,0.7729603052139282
16504942714887,1.0,0.7724020481109619
16504942715621,1.0,0.7718387842178345
16504942716334,1.0,0.7713046669960022
16504942717050,1.0,0.7707374691963196
16504942717755,1.0,0.7701737284660339
16504942718445,1.0,0.7696074843406677
16504942719200,1.0,0.7690674066543579
16504942719885,1.0,0.7687788009643555
16504942720593,1.0,0.7682779431343079
16504942721331,1.0,0.767781674861908
16504942722047,1.0,0.7672758102416992
16504942722761,1.0,0.7667561173439026
16504942723558,1.0,0.7662434577941895
16504942724253,1.0,0.7666763663291931
16504942724968,1.0,0.7672587633132935
16504942725703,1.0,0.765287458896637
16504942726377,1.0,0.7668571472167969
16504942727115,1.0,0.7655159831047058
16504942727804,1.0,0.7672896981239319
16504942728509,1.0,0.7649092078208923
16504942729216,1.0,0.7666153907775879
16504942729930,1.0,0.7654761672019958
16504942730711,1.0,0.765188992023468
16504942731476,1.0,0.7650787830352783
16504942732231,1.0,0.765308678150177
16504942732884,1.0,0.7663511037826538
16504942733561,1.0,0.7648881077766418
16504942734234,1.0,0.7666599750518799
16504942734943,1.0,0.76482093334198
16504942735662,1.0,0.7665473818778992
16504942736359,1.0,0.7647365927696228
16504942737049,1.0,0.7668695449829102
16504942737796,1.0,0.7643975615501404
16504942738470,1.0,0.7660157680511475
16504942739210,1.0,0.765059769153595
16504942739931,1.0,0.7660176753997803
16504942740698,1.0,0.7644137144088745
16504942741401,1.0,0.7655483484268188
16504942742091,1.0,0.7643439769744873
16504942742810,1.0,0.7665369510650635
16504942743501,1.0,0.7641354203224182
16504942744190,1.0,0.7657493352890015
16504942744867,1.0,0.7639402747154236
16504942745594,1.0,0.7655942440032959
16504942746306,1.0,0.7640253901481628
16504942747111,1.0,0.7662888765335083
16504942747798,1.0,0.7639281749725342
16504942748469,1.0,0.7663784027099609
