timestamp[ns],posX,posY,posZ,rollAngle,pitchAngle,yawAngle
16504942676736,237.1773223876953,492.5485534667969,5.3846588134765625,-0.0006668555433861911,0.0011990070343017578,-2.2295620441436768
16504942713462,209.31532287597656,474.11517333984375,5.397353172302246,-4.420848563313484e-05,0.002016425132751465,-2.679841995239258
16504942751056,150.1598663330078,444.50726318359375,5.391082763671875,-0.0013923003571107984,0.0009535550489090383,-2.6722347736358643
16504942785646,91.43123626708984,414.2228698730469,5.391415596008301,-0.0012740561505779624,0.0008635520352981985,-2.6575660705566406
16504942820863,33.25669860839844,382.9752502441406,5.392511367797852,-0.001901497133076191,0.0007290839566849172,-2.63781476020813
16504942855931,-24.02202796936035,350.35430908203125,5.391727447509766,-0.00270097772590816,2.9683111279155128e-05,-2.605015277862549
16504942895522,-77.37004852294922,315.9848937988281,6.69634485244751,0.004522148985415697,0.003022432094439864,-2.4835617542266846
16504942933986,-116.30657958984375,280.6883239746094,6.73420524597168,-0.005671999417245388,1.8119810192729346e-05,-2.317638397216797
16504942970407,-145.95455932617188,249.8985137939453,6.733638286590576,0.00035759632010012865,-0.002201914554461837,-2.824913263320923
16504943002354,-196.1777801513672,246.24908447265625,6.538957118988037,0.0055677033960819244,-0.0109062185510993,3.0986101627349854
16504943032615,-262.155517578125,248.5153045654297,6.971188545227051,-0.0001976065686903894,-0.004140734206885099,3.115088939666748
16504943061029,-328.107421875,249.5959930419922,6.910309791564941,0.005960224196314812,0.006959319114685059,3.137603759765625
16504943090259,-394.0104064941406,248.8286590576172,6.5761919021606445,0.004189844708889723,-0.0036580562591552734,-3.1059582233428955
16504943119460,-452.7972717285156,244.40667724609375,6.788538932800293,-0.005595301277935505,-0.005204916000366211,-2.843127489089966
16504943150551,-502.10296630859375,211.75021362304688,5.554869651794434,-4.42070268036332e-05,-0.028985856100916862,-2.293680429458618
16504943183576,-511.4828186035156,180.0551300048828,5.391608238220215,-0.0011819107457995415,-0.0017267464427277446,0.1928689330816269
16504943219170,-493.14111328125,166.7403564453125,6.046809196472168,-0.09438569098711014,-0.0027660129126161337,-1.4265295267105103
